CombinedSpineCont... started logging at time 03012018_173738 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
13.13,0.0620509,-0.695685,1.49839,-0.0722145,-0.678961,1.49839,0.0778564,0.0400763,1.49851,-0.0696938,0.0237689,1.49851,0.0804231,
13.1401,0.0620316,-0.695685,1.49839,-0.0722163,-0.67896,1.49839,0.0778546,0.0400766,1.49851,-0.0696919,0.0237641,1.49851,0.0804243,
13.1502,0.062023,-0.695685,1.49839,-0.0722179,-0.67896,1.49839,0.077853,0.0400769,1.49851,-0.0696902,0.0237598,1.49851,0.0804256,
13.1603,0.0620933,-0.695685,1.49839,-0.0722194,-0.67896,1.49839,0.0778515,0.0400771,1.49851,-0.0696885,0.023756,1.49851,0.0804268,
13.1704,0.0622893,-0.695684,1.49839,-0.072221,-0.678959,1.49839,0.0778499,0.0400774,1.49851,-0.0696869,0.0237525,1.49851,0.0804281,
13.1805,0.0625872,-0.695684,1.49839,-0.0722228,-0.678959,1.49839,0.0778481,0.0400776,1.49851,-0.0696852,0.023749,1.49851,0.0804293,
13.1906,0.0628996,-0.695684,1.49839,-0.0722247,-0.678959,1.49839,0.0778461,0.0400779,1.49851,-0.0696835,0.023745,1.49851,0.0804306,
13.2007,0.0631425,-0.695684,1.49839,-0.0722268,-0.678958,1.49839,0.077844,0.0400782,1.49851,-0.0696817,0.0237405,1.49851,0.0804319,
13.2108,0.0632619,-0.695683,1.49839,-0.0722289,-0.678958,1.49839,0.0778419,0.0400785,1.49851,-0.0696799,0.0237357,1.49851,0.0804332,
13.2209,0.063274,-0.695683,1.49839,-0.0722309,-0.678958,1.49839,0.0778399,0.0400788,1.49851,-0.069678,0.0237308,1.49851,0.0804344,
13.231,0.0632525,-0.695683,1.49839,-0.0722328,-0.678957,1.49839,0.0778381,0.040079,1.49851,-0.0696763,0.0237262,1.49851,0.0804356,
13.2411,0.0632727,-0.695683,1.49839,-0.0722344,-0.678957,1.49839,0.0778364,0.0400793,1.49851,-0.0696746,0.0237221,1.49851,0.0804369,
13.2512,0.0633962,-0.695683,1.49839,-0.0722361,-0.678957,1.49839,0.0778347,0.0400795,1.49851,-0.0696729,0.0237184,1.49851,0.0804381,
13.2613,0.0636463,-0.695682,1.49839,-0.0722379,-0.678957,1.49839,0.0778329,0.0400798,1.49851,-0.0696713,0.023715,1.49851,0.0804393,
13.2714,0.0639636,-0.695682,1.49839,-0.0722398,-0.678956,1.49839,0.077831,0.04008,1.49851,-0.0696697,0.0237113,1.49851,0.0804405,
13.2815,0.0642568,-0.695682,1.49839,-0.0722419,-0.678956,1.49839,0.0778288,0.0400803,1.49851,-0.0696679,0.0237071,1.49851,0.0804418,
13.2916,0.0644518,-0.695682,1.49839,-0.0722442,-0.678956,1.49839,0.0778266,0.0400806,1.49851,-0.0696661,0.0237025,1.49851,0.080443,
13.3017,0.0645201,-0.695682,1.49839,-0.0722464,-0.678955,1.49839,0.0778244,0.0400809,1.49851,-0.0696643,0.0236976,1.49851,0.0804443,
13.3118,0.0645102,-0.695681,1.49839,-0.0722484,-0.678955,1.49839,0.0778223,0.0400811,1.49851,-0.0696625,0.0236928,1.49851,0.0804455,
13.3219,0.0645006,-0.695681,1.49839,-0.0722503,-0.678955,1.49839,0.0778205,0.0400814,1.49851,-0.0696608,0.0236884,1.49851,0.0804467,
13.332,0.0645611,-0.695681,1.49839,-0.072252,-0.678954,1.49839,0.0778187,0.0400816,1.49851,-0.0696592,0.0236844,1.49851,0.0804479,
13.3421,0.064743,-0.695681,1.49839,-0.0722538,-0.678954,1.49839,0.0778169,0.0400819,1.49851,-0.0696576,0.0236809,1.49851,0.0804491,
13.3522,0.065035,-0.69568,1.49839,-0.0722558,-0.678954,1.49839,0.0778149,0.0400821,1.49851,-0.069656,0.0236774,1.49851,0.0804503,
13.3623,0.0653541,-0.69568,1.49839,-0.0722579,-0.678953,1.49839,0.0778128,0.0400823,1.49851,-0.0696543,0.0236735,1.49851,0.0804515,
13.3724,0.0656141,-0.69568,1.49839,-0.0722602,-0.678953,1.49839,0.0778104,0.0400826,1.49851,-0.0696525,0.0236691,1.49851,0.0804527,
13.3825,0.0657552,-0.69568,1.49839,-0.0722626,-0.678953,1.49839,0.0778081,0.0400829,1.49851,-0.0696508,0.0236643,1.49851,0.080454,
13.3926,0.0657825,-0.69568,1.49839,-0.0722648,-0.678952,1.49839,0.0778058,0.0400831,1.49851,-0.069649,0.0236594,1.49851,0.0804552,
13.4027,0.0657656,-0.695679,1.49839,-0.0722669,-0.678952,1.49839,0.0778038,0.0400834,1.49851,-0.0696472,0.0236548,1.49851,0.0804564,
13.4128,0.065781,-0.695679,1.49839,-0.0722688,-0.678952,1.49839,0.0778018,0.0400836,1.49851,-0.0696456,0.0236505,1.49851,0.0804576,
13.4229,0.0658922,-0.695679,1.49839,-0.0722707,-0.678951,1.49839,0.0778,0.0400839,1.49851,-0.069644,0.0236468,1.49851,0.0804587,
13.433,0.0661307,-0.695679,1.49839,-0.0722726,-0.678951,1.49839,0.077798,0.0400841,1.49851,-0.0696424,0.0236434,1.49851,0.0804599,
13.4431,0.0664477,-0.695678,1.49839,-0.0722748,-0.678951,1.49839,0.0777959,0.0400843,1.49851,-0.0696408,0.0236397,1.49851,0.0804611,
13.4532,0.0667525,-0.695678,1.49839,-0.0722771,-0.678951,1.49839,0.0777935,0.0400846,1.49851,-0.0696391,0.0236356,1.49851,0.0804623,
13.4633,0.0669675,-0.695678,1.49839,-0.0722795,-0.67895,1.49839,0.077791,0.0400848,1.49851,-0.0696374,0.023631,1.49851,0.0804635,
13.4734,0.0670554,-0.695678,1.49839,-0.072282,-0.67895,1.49839,0.0777886,0.0400851,1.49851,-0.0696356,0.0236261,1.49851,0.0804647,
13.4835,0.0670556,-0.695678,1.49839,-0.0722842,-0.67895,1.49839,0.0777863,0.0400854,1.49851,-0.0696339,0.0236212,1.49851,0.0804659,
