CombinedSpineCont... started logging at time 02262018_132328 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
1.9796,0,-0.651489,1.4975,-0.0755712,-0.65114,1.4975,0.0754284,0.00346232,1.4975,-0.0755737,0.00315464,1.4975,0.075426,
1.9897,0,-0.651501,1.4975,-0.0755732,-0.65114,1.4975,0.0754263,0.00347502,1.4975,-0.0755759,0.00315571,1.4975,0.0754237,
1.9998,0,-0.651514,1.4975,-0.0755755,-0.651141,1.4975,0.075424,0.00348584,1.4975,-0.0755771,0.00315975,1.4975,0.0754226,
2.0099,0,-0.651523,1.4975,-0.0755772,-0.651195,1.4975,0.0754224,0.00349488,1.4975,-0.075579,0.003207,1.4975,0.0754208,
2.02,0,-0.651533,1.4975,-0.0755794,-0.651308,1.4975,0.0754205,0.00350308,1.4975,-0.0755814,0.00330842,1.4975,0.0754184,
2.0301,0,-0.651545,1.4975,-0.0755826,-0.651466,1.4975,0.0754174,0.00351648,1.4975,-0.0755835,0.00345374,1.4975,0.0754165,
2.0402,0,-0.651555,1.4975,-0.0755879,-0.651655,1.4975,0.0754121,0.00352738,1.4975,-0.0755883,0.00362834,1.4975,0.0754117,
2.0503,0,-0.65156,1.4975,-0.0755932,-0.651865,1.4975,0.0754065,0.00353366,1.4975,-0.0755939,0.00382145,1.4975,0.0754059,
2.0604,0,-0.651562,1.4975,-0.0755966,-0.652089,1.4975,0.0754025,0.00353597,1.4975,-0.0755975,0.00402584,1.4975,0.0754017,
2.0705,0,-0.651562,1.4975,-0.0755974,-0.652321,1.4975,0.0754007,0.00353641,1.4975,-0.0755984,0.00423788,1.4975,0.0754,
2.0806,0,-0.651562,1.4975,-0.075596,-0.652558,1.4975,0.0754007,0.00353643,1.4975,-0.0755969,0.00445501,1.4975,0.0754003,
2.0907,0,-0.651562,1.4975,-0.0755929,-0.652798,1.4975,0.0754021,0.00353663,1.4975,-0.0755937,0.00467464,1.4975,0.075402,
2.1008,0,-0.651563,1.4975,-0.0755886,-0.653037,1.4975,0.0754042,0.0035372,1.4975,-0.0755892,0.00489434,1.4975,0.0754047,
2.1109,0,-0.651564,1.4975,-0.0755834,-0.653274,1.4975,0.0754069,0.00353814,1.4975,-0.0755839,0.00511194,1.4975,0.0754078,
2.121,0,-0.651565,1.4975,-0.0755776,-0.653507,1.4975,0.0754099,0.00353942,1.4975,-0.0755781,0.00532564,1.4975,0.0754114,
