CombinedSpineCont... started logging at time 02262018_131202 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
10.5444,0.0915599,-0.651694,1.49751,-0.0707447,-0.671472,1.49751,0.0789543,0.00428358,1.49752,-0.0704789,0.0222992,1.49752,0.0794425,
10.5545,0.0920642,-0.651695,1.49751,-0.070733,-0.671496,1.49751,0.0789632,0.00428692,1.49752,-0.0704725,0.0223187,1.49752,0.079447,
10.5646,0.0925695,-0.651696,1.49751,-0.0707212,-0.671519,1.49751,0.0789719,0.00429018,1.49752,-0.0704662,0.0223382,1.49752,0.0794514,
10.5747,0.0930761,-0.651697,1.49751,-0.0707105,-0.671543,1.49751,0.0789795,0.00429345,1.49752,-0.0704598,0.0223577,1.49752,0.0794558,
10.5848,0.0935838,-0.651697,1.49752,-0.0706992,-0.671567,1.49752,0.0789878,0.00429675,1.49752,-0.0704533,0.0223772,1.49752,0.0794603,
10.5949,0.0940921,-0.651698,1.49752,-0.0706882,-0.671591,1.49752,0.0789956,0.0043001,1.49752,-0.0704469,0.0223967,1.49752,0.0794648,
10.605,0.0946019,-0.651699,1.49752,-0.0706774,-0.671616,1.49752,0.0790034,0.00430341,1.49752,-0.0704406,0.0224163,1.49752,0.0794691,
10.6151,0.0951126,-0.6517,1.49752,-0.0706659,-0.67164,1.49752,0.0790118,0.00430667,1.49752,-0.0704343,0.0224359,1.49752,0.0794734,
10.6252,0.0956243,-0.651701,1.49752,-0.070655,-0.671664,1.49752,0.0790195,0.00430994,1.49752,-0.070428,0.0224554,1.49752,0.0794778,
10.6353,0.0961365,-0.651702,1.49752,-0.0706434,-0.671687,1.49752,0.0790282,0.00431325,1.49752,-0.0704216,0.0224749,1.49752,0.0794822,
10.6454,0.0966501,-0.651702,1.49752,-0.0706322,-0.671711,1.49752,0.0790362,0.00431661,1.49752,-0.0704152,0.0224945,1.49752,0.0794867,
10.6555,0.0971645,-0.651703,1.49752,-0.0706203,-0.671735,1.49752,0.0790452,0.00431995,1.49752,-0.0704089,0.0225141,1.49752,0.079491,
10.6656,0.0976797,-0.651704,1.49752,-0.0706089,-0.671759,1.49752,0.0790535,0.00432322,1.49752,-0.0704026,0.0225338,1.49752,0.0794953,
10.6757,0.0981961,-0.651705,1.49752,-0.0705968,-0.671782,1.49752,0.0790625,0.00432651,1.49752,-0.0703963,0.0225533,1.49752,0.0794996,
10.6858,0.0987137,-0.651706,1.49752,-0.0705858,-0.671806,1.49752,0.0790704,0.00432983,1.49752,-0.0703899,0.0225729,1.49752,0.079504,
10.6959,0.0992321,-0.651706,1.49752,-0.0705744,-0.67183,1.49752,0.0790787,0.00433319,1.49752,-0.0703836,0.0225925,1.49752,0.0795084,
10.706,0.0997513,-0.651706,1.49752,-0.070564,-0.671854,1.49752,0.0790859,0.00433654,1.49752,-0.0703773,0.0226122,1.49752,0.0795127,
10.7161,0.100272,-0.651708,1.49752,-0.0705519,-0.671878,1.49752,0.0790949,0.00433981,1.49752,-0.0703711,0.0226319,1.49752,0.0795169,
10.7262,0.100793,-0.651708,1.49752,-0.0705399,-0.671902,1.49752,0.0791038,0.00434311,1.49752,-0.0703648,0.0226516,1.49752,0.0795211,
10.7363,0.101315,-0.651709,1.49752,-0.0705288,-0.671925,1.49752,0.0791118,0.00434645,1.49752,-0.0703585,0.0226712,1.49752,0.0795255,
10.7464,0.101839,-0.65171,1.49752,-0.0705165,-0.67195,1.49752,0.0791209,0.00434983,1.49752,-0.0703522,0.0226909,1.49752,0.0795298,
10.7565,0.102363,-0.651711,1.49752,-0.0705049,-0.671974,1.49752,0.0791294,0.00435319,1.49752,-0.0703459,0.0227106,1.49752,0.0795341,
10.7666,0.102888,-0.651711,1.49752,-0.0704941,-0.671997,1.49752,0.079137,0.00435649,1.49752,-0.0703397,0.0227303,1.49752,0.0795383,
10.7767,0.103414,-0.651712,1.49752,-0.0704826,-0.672022,1.49752,0.0791454,0.00435983,1.49752,-0.0703334,0.02275,1.49752,0.0795425,
10.7868,0.103942,-0.651713,1.49752,-0.0704711,-0.672046,1.49752,0.0791537,0.00436326,1.49752,-0.070327,0.0227696,1.49752,0.079547,
10.7969,0.104469,-0.651714,1.49752,-0.0704588,-0.672069,1.49752,0.0791629,0.00436675,1.49752,-0.0703206,0.0227892,1.49752,0.0795514,
10.807,0.104998,-0.651715,1.49752,-0.0704468,-0.672093,1.49752,0.0791719,0.00437031,1.49752,-0.0703142,0.0228088,1.49752,0.0795558,
10.8171,0.105529,-0.651715,1.49752,-0.0704355,-0.672117,1.49752,0.0791799,0.0043738,1.49752,-0.0703078,0.0228285,1.49752,0.0795602,
10.8272,0.10606,-0.651716,1.49752,-0.0704243,-0.672142,1.49752,0.0791878,0.00437724,1.49752,-0.0703015,0.0228481,1.49752,0.0795646,
10.8373,0.106592,-0.651717,1.49752,-0.0704128,-0.672166,1.49752,0.0791961,0.00438105,1.49752,-0.0702949,0.0228675,1.49752,0.0795693,
10.8474,0.107126,-0.651717,1.49752,-0.0704012,-0.67219,1.49752,0.0792045,0.00438484,1.49752,-0.070289,0.0228866,1.49752,0.0795732,
10.8575,0.107661,-0.651718,1.49752,-0.07039,-0.672214,1.49752,0.0792125,0.00438857,1.49752,-0.0702832,0.0229057,1.49752,0.0795771,
10.8676,0.108197,-0.651718,1.49752,-0.0703775,-0.672238,1.49752,0.0792218,0.00439229,1.49752,-0.0702774,0.0229249,1.49752,0.079581,
10.8777,0.108733,-0.651719,1.49752,-0.0703653,-0.672261,1.49752,0.0792309,0.00439607,1.49752,-0.0702717,0.0229441,1.49752,0.0795848,
10.8878,0.109271,-0.65172,1.49752,-0.0703543,-0.672285,1.49752,0.0792387,0.00439987,1.49752,-0.0702659,0.0229633,1.49752,0.0795887,
10.8979,0.10981,-0.65172,1.49752,-0.0703431,-0.672309,1.49752,0.0792467,0.00440368,1.49752,-0.07026,0.0229825,1.49752,0.0795927,
10.908,0.110349,-0.651721,1.49752,-0.0703319,-0.672334,1.49752,0.0792545,0.00440745,1.49752,-0.0702542,0.0230017,1.49752,0.0795965,
10.9181,0.11089,-0.651722,1.49752,-0.07032,-0.672358,1.49752,0.0792631,0.00441114,1.49752,-0.0702485,0.023021,1.49752,0.0796003,
10.9282,0.111432,-0.651722,1.49752,-0.0703083,-0.672382,1.49752,0.0792717,0.00441484,1.49752,-0.0702428,0.0230403,1.49752,0.0796041,
10.9383,0.111973,-0.651723,1.49752,-0.0702961,-0.672404,1.49752,0.0792811,0.00441861,1.49752,-0.0702371,0.0230596,1.49752,0.0796079,
10.9484,0.112516,-0.651724,1.49752,-0.0702835,-0.672425,1.49752,0.0792907,0.0044225,1.49752,-0.0702311,0.0230789,1.49752,0.0796119,
10.9585,0.11306,-0.651724,1.49752,-0.0702715,-0.672448,1.49752,0.0792996,0.00442639,1.49752,-0.0702251,0.023098,1.49752,0.079616,
10.9686,0.113604,-0.651725,1.49752,-0.0702587,-0.672471,1.49752,0.0793094,0.00443021,1.49752,-0.0702192,0.0231172,1.49752,0.07962,
10.9787,0.11415,-0.651726,1.49752,-0.0702461,-0.672495,1.49752,0.0793188,0.00443399,1.49752,-0.0702133,0.0231365,1.49752,0.079624,
10.9888,0.114697,-0.651726,1.49752,-0.0702344,-0.672519,1.49752,0.0793272,0.00443768,1.49752,-0.0702077,0.0231559,1.49752,0.0796277,
10.9989,0.115245,-0.651727,1.49752,-0.0702222,-0.672541,1.49752,0.0793364,0.0044415,1.49752,-0.0702018,0.0231753,1.49752,0.0796316,
11.009,0.115793,-0.651727,1.49752,-0.0702101,-0.672564,1.49752,0.0793453,0.0044454,1.49752,-0.0701959,0.0231945,1.49752,0.0796356,
11.0191,0.116343,-0.651728,1.49752,-0.0701972,-0.672586,1.49752,0.0793553,0.00444935,1.49752,-0.0701898,0.0232137,1.49752,0.0796397,
11.0292,0.116893,-0.651729,1.49752,-0.0701841,-0.672609,1.49752,0.0793654,0.00445336,1.49752,-0.0701838,0.0232329,1.49752,0.0796439,
11.0393,0.117444,-0.65173,1.49752,-0.0701709,-0.672631,1.49752,0.0793756,0.00445729,1.49752,-0.0701778,0.0232521,1.49752,0.079648,
11.0494,0.117996,-0.65173,1.49752,-0.0701584,-0.672654,1.49752,0.079385,0.00446121,1.49752,-0.0701718,0.0232714,1.49752,0.079652,
11.0595,0.118548,-0.651732,1.49752,-0.0701447,-0.672676,1.49752,0.0793958,0.00446528,1.49752,-0.0701657,0.0232906,1.49752,0.0796562,
11.0696,0.119102,-0.651733,1.49752,-0.0701311,-0.672698,1.49752,0.0794065,0.0044693,1.49752,-0.0701597,0.0233099,1.49752,0.0796603,
11.0797,0.119656,-0.651735,1.49752,-0.0701176,-0.67272,1.49752,0.079417,0.00447332,1.49752,-0.0701536,0.0233292,1.49752,0.0796644,
11.0898,0.120211,-0.651736,1.49752,-0.070104,-0.672743,1.49752,0.0794277,0.00447738,1.49752,-0.0701475,0.0233483,1.49752,0.0796686,
11.0999,0.120768,-0.651735,1.49752,-0.0700934,-0.672764,1.49752,0.0794351,0.00448116,1.49752,-0.0701418,0.0233678,1.49752,0.0796724,
11.11,0.121325,-0.651736,1.49752,-0.0700802,-0.672788,1.49752,0.0794451,0.00448515,1.49752,-0.0701358,0.0233872,1.49752,0.0796764,
11.1201,0.121883,-0.651737,1.49752,-0.0700669,-0.672811,1.49752,0.0794553,0.00448912,1.49752,-0.0701299,0.0234066,1.49752,0.0796804,
11.1302,0.122442,-0.651738,1.49752,-0.0700543,-0.672835,1.49752,0.0794646,0.00449311,1.49752,-0.0701239,0.0234259,1.49752,0.0796845,
11.1403,0.123003,-0.651738,1.49752,-0.0700405,-0.672858,1.49752,0.0794753,0.00449711,1.49752,-0.0701179,0.0234453,1.49752,0.0796886,
11.1504,0.123564,-0.65174,1.49752,-0.0700271,-0.672881,1.49752,0.0794856,0.00450108,1.49752,-0.0701119,0.0234647,1.49752,0.0796926,
11.1605,0.124126,-0.651741,1.49752,-0.0700142,-0.672904,1.49752,0.0794954,0.00450497,1.49752,-0.070106,0.0234842,1.49752,0.0796965,
11.1706,0.124689,-0.651742,1.49752,-0.0700013,-0.672927,1.49752,0.0795052,0.00450919,1.49752,-0.0700999,0.0235032,1.49752,0.0797008,
11.1807,0.125252,-0.651743,1.49752,-0.0699885,-0.672951,1.49752,0.0795148,0.00451326,1.49752,-0.0700939,0.0235226,1.49752,0.0797048,
11.1908,0.125817,-0.651745,1.49752,-0.0699757,-0.672974,1.49752,0.0795245,0.00451737,1.49752,-0.0700881,0.0235416,1.49752,0.0797087,
11.2009,0.126382,-0.651746,1.49752,-0.0699628,-0.672997,1.49752,0.0795344,0.00452151,1.49752,-0.0700822,0.0235606,1.49752,0.0797127,
11.211,0.126948,-0.651748,1.49752,-0.0699497,-0.67302,1.49752,0.0795445,0.00452543,1.49752,-0.0700764,0.02358,1.49752,0.0797166,
11.2211,0.127514,-0.651751,1.49752,-0.0699366,-0.673043,1.49752,0.0795547,0.00452934,1.49752,-0.0700708,0.0235996,1.49752,0.0797201,
11.2312,0.128081,-0.651752,1.49752,-0.0699229,-0.673066,1.49752,0.0795653,0.00453326,1.49752,-0.070065,0.0236192,1.49752,0.079724,
11.2413,0.128649,-0.651754,1.49752,-0.0699094,-0.673088,1.49752,0.0795759,0.00453723,1.49752,-0.0700591,0.0236387,1.49752,0.0797279,
11.2514,0.1292,-0.651757,1.49752,-0.0698963,-0.673111,1.49752,0.079586,0.00454117,1.49752,-0.0700533,0.0236582,1.49752,0.0797317,
11.2615,0.129752,-0.651757,1.49752,-0.0698833,-0.673133,1.49752,0.079596,0.00454519,1.49752,-0.0700475,0.0236778,1.49752,0.0797355,
11.2716,0.130303,-0.651759,1.49752,-0.0698696,-0.673157,1.49752,0.0796067,0.00454925,1.49752,-0.0700417,0.0236972,1.49752,0.0797393,
